January - December 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
ID-055,Kootenai County,Idaho,22.77,-9.47,5,32.24
ID-057,Latah County,Idaho,22.23,-8.29,9,30.52
ID-059,Lemhi County,Idaho,21.7,0.55,83,21.15
ID-061,Lewis County,Idaho,19.11,-6.33,6,25.44
ID-063,Lincoln County,Idaho,10.41,-0.1,69,10.51
ID-065,Madison County,Idaho,17.43,2.59,96,14.84
ID-067,Minidoka County,Idaho,10.69,0.97,88,9.72
ID-069,Nez Perce County,Idaho,17.17,-4.77,13,21.94
ID-071,Oneida County,Idaho,22.1,3.58,110,18.52
ID-073,Owyhee County,Idaho,13.2,0.64,82,12.56
ID-075,Payette County,Idaho,12.74,-0.04,71,12.78
ID-077,Power County,Idaho,18.1,2.2,97,15.9
ID-079,Shoshone County,Idaho,33.09,-14.3,3,47.39
ID-081,Teton County,Idaho,28.7,5.96,116,22.74
ID-083,Twin Falls County,Idaho,12.38,-0.14,70,12.52
ID-085,Valley County,Idaho,29.89,-6.21,29,36.1
ID-087,Washington County,Idaho,19.86,-0.76,64,20.62
IL-001,Adams County,Illinois,26.77,-10.01,11,36.78
IL-003,Alexander County,Illinois,49.89,4.71,95,45.18
IL-005,Bond County,Illinois,33.43,-5.96,23,39.39
IL-007,Boone County,Illinois,36.03,1.96,80,34.07
IL-009,Brown County,Illinois,26.31,-10.42,8,36.73
IL-011,Bureau County,Illinois,34.8,-0.27,63,35.07
IL-013,Calhoun County,Illinois,32.24,-5.55,25,37.79
IL-015,Carroll County,Illinois,32.34,-2.14,46,34.48
IL-017,Cass County,Illinois,32.02,-4.36,32,36.38
IL-019,Champaign County,Illinois,31.98,-4.57,23,36.55
IL-021,Christian County,Illinois,32.36,-4.53,25,36.89
IL-023,Clark County,Illinois,34.94,-4.8,24,39.74
IL-025,Clay County,Illinois,40.26,-0.14,60,40.4
IL-027,Clinton County,Illinois,34.18,-5.63,25,39.81
IL-029,Coles County,Illinois,34.13,-4.19,27,38.32
IL-031,Cook County,Illinois,36.14,1.68,73,34.46
IL-033,Crawford County,Illinois,33.25,-7.8,18,41.05
IL-035,Cumberland County,Illinois,35.04,-4.5,28,39.54
IL-037,DeKalb County,Illinois,34.71,0.08,63,34.63
IL-039,De Witt County,Illinois,35.5,-1.55,55,37.05
IL-041,Douglas County,Illinois,34.2,-3.2,30,37.4
IL-043,DuPage County,Illinois,35.97,1.47,70,34.5
IL-045,Edgar County,Illinois,33.87,-4.67,25,38.54
IL-047,Edwards County,Illinois,40.26,-2.64,49,42.9
IL-049,Effingham County,Illinois,34.64,-4.94,25,39.58
IL-051,Fayette County,Illinois,31.2,-7.76,15,38.96
IL-053,Ford County,Illinois,35.35,-0.4,60,35.75
IL-055,Franklin County,Illinois,42.14,-0.12,64,42.26
IL-057,Fulton County,Illinois,31.08,-4.37,28,35.45
IL-059,Gallatin County,Illinois,37.86,-6.93,25,44.79
IL-061,Greene County,Illinois,31.73,-5.62,24,37.35
IL-063,Grundy County,Illinois,34.44,0.46,64,33.98
IL-065,Hamilton County,Illinois,37.48,-5.2,31,42.68
IL-067,Hancock County,Illinois,30.35,-5.23,28,35.58
IL-069,Hardin County,Illinois,40.5,-5.24,36,45.74
IL-071,Henderson County,Illinois,31.53,-3.68,41,35.21
IL-073,Henry County,Illinois,32.68,-2.25,45,34.93
IL-075,Iroquois County,Illinois,35.47,-0.83,59,36.3
IL-077,Jackson County,Illinois,42.7,-0.36,65,43.06
IL-079,Jasper County,Illinois,36.57,-3.79,37,40.36
IL-081,Jefferson County,Illinois,33.88,-8.06,16,41.94
IL-083,Jersey County,Illinois,30.54,-7.4,16,37.94
IL-085,Jo Daviess County,Illinois,32.63,-1.26,48,33.89
IL-087,Johnson County,Illinois,47.84,1.88,78,45.96
IL-089,Kane County,Illinois,36.08,1.76,75,34.32
IL-091,Kankakee County,Illinois,35.68,0.21,64,35.47
IL-093,Kendall County,Illinois,35.99,1.79,73,34.2
IL-095,Knox County,Illinois,34.57,-0.88,55,35.45
IL-097,Lake County,Illinois,34.46,1.3,67,33.16
IL-099,LaSalle County,Illinois,34.55,0.36,66,34.19
IL-101,Lawrence County,Illinois,37.45,-4.97,32,42.42
IL-103,Lee County,Illinois,37.2,2.33,80,34.87
IL-105,Livingston County,Illinois,36.5,1.85,78,34.65
IL-107,Logan County,Illinois,33.34,-2.84,41,36.18
IL-109,McDonough County,Illinois,30.69,-5.15,22,35.84
IL-111,McHenry County,Illinois,33.51,-0.49,57,34
IL-113,McLean County,Illinois,33.35,-3.11,38,36.46
IL-115,Macon County,Illinois,31.65,-5.71,22,37.36
IL-117,Macoupin County,Illinois,32.77,-5.28,21,38.05
IL-119,Madison County,Illinois,33.4,-4.97,26,38.37
IL-121,Marion County,Illinois,36.95,-3.6,38,40.55
IL-123,Marshall County,Illinois,33.91,-0.77,59,34.68
IL-125,Mason County,Illinois,30.37,-4.54,30,34.91
IL-127,Massac County,Illinois,51.75,4.62,91,47.13
IL-129,Menard County,Illinois,30.68,-4.89,20,35.57
IL-131,Mercer County,Illinois,30.66,-4.11,33,34.77
IL-133,Monroe County,Illinois,30.44,-9.21,10,39.65
IL-135,Montgomery County,Illinois,35.51,-2.32,42,37.83
IL-137,Morgan County,Illinois,33.71,-3.08,39,36.79
IL-139,Moultrie County,Illinois,32.02,-5.96,17,37.98
IL-141,Ogle County,Illinois,34.02,-0.12,60,34.14
IL-143,Peoria County,Illinois,34.34,-0.76,58,35.1
IL-145,Perry County,Illinois,38.45,-2.77,42,41.22
IL-147,Piatt County,Illinois,32.52,-4.58,22,37.1
IL-149,Pike County,Illinois,29.91,-7.7,18,37.61
IL-151,Pope County,Illinois,44.61,-2.11,48,46.72
IL-153,Pulaski County,Illinois,51.58,5.85,97,45.73
IL-155,Putnam County,Illinois,33.22,-0.89,59,34.11
IL-157,Randolph County,Illinois,34.97,-5.77,23,40.74
IL-159,Richland County,Illinois,38.54,-2.72,40,41.26
IL-161,Rock Island County,Illinois,30.32,-4.47,33,34.79
IL-163,St. Clair County,Illinois,32.08,-6.96,17,39.04
IL-165,Saline County,Illinois,39.55,-4.63,39,44.18
IL-167,Sangamon County,Illinois,32.04,-4.19,26,36.23
IL-169,Schuyler County,Illinois,28.98,-7.2,19,36.18
IL-171,Scott County,Illinois,31.93,-4.98,26,36.91
IL-173,Shelby County,Illinois,33.09,-5.41,21,38.5
IL-175,Stark County,Illinois,33.31,-1.66,47,34.97
IL-177,Stephenson County,Illinois,32.66,-1.37,47,34.03
IL-179,Tazewell County,Illinois,32.71,-3.07,42,35.78
IL-181,Union County,Illinois,45.08,-0,68,45.08
IL-183,Vermilion County,Illinois,32.06,-4.98,23,37.04
IL-185,Wabash County,Illinois,39.62,-3.47,44,43.09
IL-187,Warren County,Illinois,32.65,-2.87,44,35.52
IL-189,Washington County,Illinois,35.34,-5.54,26,40.88
IL-191,Wayne County,Illinois,37.41,-4.66,33,42.07
IL-193,White County,Illinois,39.01,-4.26,37,43.27
IL-195,Whiteside County,Illinois,32.89,-2.38,46,35.27
IL-197,Will County,Illinois,36.37,1.02,68,35.35
IL-199,Williamson County,Illinois,44.56,0.96,71,43.6
IL-201,Winnebago County,Illinois,33.33,-0.46,57,33.79
IL-203,Woodford County,Illinois,34.26,-1.2,58,35.46
IN-001,Adams County,Indiana,35.68,-0.34,51,36.02
IN-003,Allen County,Indiana,34.3,-1.16,51,35.46
IN-005,Bartholomew County,Indiana,36.42,-4.97,24,41.39
IN-007,Benton County,Indiana,34.18,-3.21,36,37.39
IN-009,Blackford County,Indiana,33.73,-3.82,28,37.55
IN-011,Boone County,Indiana,31.56,-7.26,12,38.82
IN-013,Brown County,Indiana,39.12,-2.85,39,41.97
IN-015,Carroll County,Indiana,32.57,-5.26,19,37.83
IN-017,Cass County,Indiana,32.69,-5.15,22,37.84
IN-019,Clark County,Indiana,43.84,0.57,60,43.27
IN-021,Clay County,Indiana,36.76,-3.91,29,40.67
IN-023,Clinton County,Indiana,32.7,-5.81,18,38.51
IN-025,Crawford County,Indiana,45.38,0.02,57,45.36
IN-027,Daviess County,Indiana,37.64,-5.53,30,43.17
IN-029,Dearborn County,Indiana,40.63,-0.49,56,41.12
IN-031,Decatur County,Indiana,37.27,-4.41,27,41.68
IN-033,DeKalb County,Indiana,32.82,-2.23,40,35.05
IN-035,Delaware County,Indiana,34.81,-3.78,27,38.59
IN-037,Dubois County,Indiana,42.96,-1.37,53,44.33
IN-039,Elkhart County,Indiana,35.02,-0.23,60,35.25
IN-041,Fayette County,Indiana,37.87,-2.33,36,40.2
IN-043,Floyd County,Indiana,43.43,-0.14,58,43.57
IN-045,Fountain County,Indiana,32.36,-5.69,18,38.05
IN-047,Franklin County,Indiana,40.14,-0.53,58,40.67
IN-049,Fulton County,Indiana,36.32,-1.29,50,37.61
IN-051,Gibson County,Indiana,41.53,-1.79,48,43.32
IN-053,Grant County,Indiana,35.9,-1.85,40,37.75
IN-055,Greene County,Indiana,39.84,-2.97,40,42.81
IN-057,Hamilton County,Indiana,32.55,-5.6,17,38.15
IN-059,Hancock County,Indiana,35.58,-3.82,27,39.4
IN-061,Harrison County,Indiana,44.27,-0.28,55,44.55
IN-063,Hendricks County,Indiana,34.32,-5.24,22,39.56
IN-065,Henry County,Indiana,35.94,-3.87,23,39.81
IN-067,Howard County,Indiana,33.35,-4.39,27,37.74
IN-069,Huntington County,Indiana,35.24,-1.97,42,37.21
IN-071,Jackson County,Indiana,38.07,-4.4,32,42.47
IN-073,Jasper County,Indiana,34.1,-2.43,40,36.53
IN-075,Jay County,Indiana,33.26,-4.47,24,37.73
IN-077,Jefferson County,Indiana,43.6,0.27,57,43.33
IN-079,Jennings County,Indiana,36.74,-6.01,23,42.75
IN-081,Johnson County,Indiana,37.46,-3.31,34,40.77
IN-083,Knox County,Indiana,38,-4.76,31,42.76
IN-085,Kosciusko County,Indiana,34.6,-1.75,46,36.35
IN-087,LaGrange County,Indiana,33.18,-1.81,40,34.99
IN-089,Lake County,Indiana,37.23,1.2,70,36.03
IN-091,LaPorte County,Indiana,39.97,2.83,92,37.14
IN-093,Lawrence County,Indiana,43.01,-1.05,55,44.06
IN-095,Madison County,Indiana,34.35,-4.18,22,38.53
IN-097,Marion County,Indiana,34.62,-4.59,22,39.21
IN-099,Marshall County,Indiana,35.16,-1.99,48,37.15
IN-101,Martin County,Indiana,41.24,-2.79,45,44.03
IN-103,Miami County,Indiana,33.62,-4.15,30,37.77
IN-105,Monroe County,Indiana,40.11,-2.82,42,42.93
IN-107,Montgomery County,Indiana,33.83,-4.93,25,38.76
IN-109,Morgan County,Indiana,37.79,-2.92,40,40.71
IN-111,Newton County,Indiana,36.39,-0.46,62,36.85
IN-113,Noble County,Indiana,33.08,-2.53,37,35.61
IN-115,Ohio County,Indiana,40.32,-1.27,47,41.59
IN-117,Orange County,Indiana,43.89,-1.08,57,44.97
IN-119,Owen County,Indiana,38.97,-3.06,34,42.03
IN-121,Parke County,Indiana,31.9,-7.01,12,38.91
IN-123,Perry County,Indiana,48.22,2.77,74,45.45
IN-125,Pike County,Indiana,39.8,-3.87,38,43.67
IN-127,Porter County,Indiana,40.22,3.71,92,36.51
IN-129,Posey County,Indiana,38.9,-5.05,33,43.95
IN-131,Pulaski County,Indiana,36.95,-0.16,58,37.11
IN-133,Putnam County,Indiana,35.64,-4.86,25,40.5
IN-135,Randolph County,Indiana,34.95,-3.91,27,38.86
IN-137,Ripley County,Indiana,39.47,-2.98,37,42.45
IN-139,Rush County,Indiana,36.93,-3.59,32,40.52
IN-141,St. Joseph County,Indiana,38.09,0.89,65,37.2
IN-143,Scott County,Indiana,41.41,-1.24,52,42.65
IN-145,Shelby County,Indiana,36.4,-4.3,31,40.7
IN-147,Spencer County,Indiana,46.49,1.81,71,44.68
IN-149,Starke County,Indiana,38.88,1.59,74,37.29
IN-151,Steuben County,Indiana,33.32,-1.71,38,35.03
IN-153,Sullivan County,Indiana,35.78,-5.25,25,41.03
IN-155,Switzerland County,Indiana,41.61,-0.71,48,42.32
IN-157,Tippecanoe County,Indiana,33.24,-4.79,21,38.03
IN-159,Tipton County,Indiana,32.04,-5.57,19,37.61
IN-161,Union County,Indiana,38.47,-1.82,42,40.29
IN-163,Vanderburgh County,Indiana,40.56,-3.37,44,43.93
IN-165,Vermillion County,Indiana,31.57,-6.41,14,37.98
IN-167,Vigo County,Indiana,35.02,-4.64,22,39.66
IN-169,Wabash County,Indiana,35.27,-2.25,41,37.52
IN-171,Warren County,Indiana,33.24,-4.31,28,37.55
IN-173,Warrick County,Indiana,44.21,0.37,64,43.84
IN-175,Washington County,Indiana,42.67,-1.54,52,44.21
IN-177,Wayne County,Indiana,36,-3.6,29,39.6
IN-179,Wells County,Indiana,35,-1.76,39,36.76
IN-181,White County,Indiana,32.68,-4.18,27,36.86
IN-183,Whitley County,Indiana,33.98,-2.51,41,36.49
IA-001,Adair County,Iowa,28.55,-4.11,31,32.66
IA-003,Adams County,Iowa,29.29,-3.9,37,33.19
IA-005,Allamakee County,Iowa,26.39,-6.42,17,32.81
IA-007,Appanoose County,Iowa,27.67,-7.52,17,35.19
IA-009,Audubon County,Iowa,26.04,-5.65,22,31.69
IA-011,Benton County,Iowa,21.94,-11.27,3,33.21
IA-013,Black Hawk County,Iowa,22.98,-10.45,5,33.43
IA-015,Boone County,Iowa,29.25,-2.18,48,31.43
IA-017,Bremer County,Iowa,24.3,-8.93,7,33.23
IA-019,Buchanan County,Iowa,24.96,-8.22,10,33.18
IA-021,Buena Vista County,Iowa,28.17,-0.62,64,28.79
IA-023,Butler County,Iowa,23.64,-9.16,6,32.8
IA-025,Calhoun County,Iowa,26.15,-4.71,28,30.86
IA-027,Carroll County,Iowa,25.77,-5.34,24,31.11
IA-029,Cass County,Iowa,27.68,-3.63,39,31.31
IA-031,Cedar County,Iowa,26.25,-8.9,7,35.15
IA-033,Cerro Gordo County,Iowa,26.91,-4.85,24,31.76
IA-035,Cherokee County,Iowa,31.48,3.3,93,28.18
IA-037,Chickasaw County,Iowa,25.79,-6.65,15,32.44
IA-039,Clarke County,Iowa,26.06,-7.57,10,33.63
IA-041,Clay County,Iowa,31.53,2.92,85,28.61
IA-043,Clayton County,Iowa,26.16,-7.04,13,33.2
IA-045,Clinton County,Iowa,29.19,-5.76,24,34.95
IA-047,Crawford County,Iowa,26.19,-3.61,42,29.8
IA-049,Dallas County,Iowa,25.88,-5.9,22,31.78
IA-051,Davis County,Iowa,27.03,-8.2,15,35.23
IA-053,Decatur County,Iowa,28.62,-5.58,22,34.2
IA-055,Delaware County,Iowa,27.62,-5.7,19,33.32
IA-057,Des Moines County,Iowa,32.57,-2.68,42,35.25
IA-059,Dickinson County,Iowa,30.25,2.05,83,28.2
IA-061,Dubuque County,Iowa,28.01,-5.38,19,33.39
IA-063,Emmet County,Iowa,29.19,-0.18,66,29.37
IA-065,Fayette County,Iowa,25.03,-8.3,9,33.33
IA-067,Floyd County,Iowa,25.87,-6.26,16,32.13
IA-069,Franklin County,Iowa,23.96,-7.89,9,31.85
IA-071,Fremont County,Iowa,26.86,-5.62,24,32.48
IA-073,Greene County,Iowa,27.85,-3.63,35,31.48
IA-075,Grundy County,Iowa,22.62,-10.43,7,33.05
IA-077,Guthrie County,Iowa,26.88,-4.8,25,31.68
IA-079,Hamilton County,Iowa,27.54,-3.41,40,30.95
IA-081,Hancock County,Iowa,26.97,-4.34,27,31.31
IA-083,Hardin County,Iowa,24.73,-7.21,11,31.94
IA-085,Harrison County,Iowa,25.37,-3.95,36,29.32
IA-087,Henry County,Iowa,27.85,-7.43,14,35.28
IA-089,Howard County,Iowa,27.48,-5.15,25,32.63
IA-091,Humboldt County,Iowa,27.2,-3.32,42,30.52
IA-093,Ida County,Iowa,28.03,-0.82,64,28.85
IA-095,Iowa County,Iowa,23.23,-10.55,6,33.78
IA-097,Jackson County,Iowa,28.17,-5.89,19,34.06
IA-099,Jasper County,Iowa,27.27,-5.7,21,32.97
IA-101,Jefferson County,Iowa,27.25,-7.67,12,34.92
IA-103,Johnson County,Iowa,23.68,-10.08,5,33.76
IA-105,Jones County,Iowa,25.13,-8.51,9,33.64
IA-107,Keokuk County,Iowa,23.34,-10.66,6,34
IA-109,Kossuth County,Iowa,28.02,-2.19,48,30.21
IA-111,Lee County,Iowa,33.19,-2.35,50,35.54
IA-113,Linn County,Iowa,24.43,-8.6,7,33.03
IA-115,Louisa County,Iowa,27.52,-6.96,17,34.48
IA-117,Lucas County,Iowa,24.24,-9.55,8,33.79
IA-119,Lyon County,Iowa,24.3,-2.06,46,26.36
IA-121,Madison County,Iowa,25.65,-7.2,16,32.85
IA-123,Mahaska County,Iowa,24.71,-9.08,7,33.79
IA-125,Marion County,Iowa,25.72,-7.78,12,33.5
IA-127,Marshall County,Iowa,24.79,-7.73,12,32.52
IA-129,Mills County,Iowa,25.67,-6.08,23,31.75
IA-131,Mitchell County,Iowa,28.09,-3.91,29,32
IA-133,Monona County,Iowa,26.4,-2.14,50,28.54
IA-135,Monroe County,Iowa,24.75,-9.49,8,34.24
IA-137,Montgomery County,Iowa,25.82,-6.71,16,32.53
IA-139,Muscatine County,Iowa,27.32,-7.2,17,34.52
IA-141,O&#039;Brien County,Iowa,31.49,3.42,94,28.07
IA-143,Osceola County,Iowa,28.37,0.64,73,27.74
IA-145,Page County,Iowa,26.43,-6.98,18,33.41
IA-147,Palo Alto County,Iowa,29.74,0.13,67,29.61
IA-149,Plymouth County,Iowa,30.39,3.23,88,27.16
IA-151,Pocahontas County,Iowa,27.67,-2.28,45,29.95
IA-153,Polk County,Iowa,25.41,-6.54,20,31.95
IA-155,Pottawattamie County,Iowa,25.55,-5.35,22,30.9
IA-157,Poweshiek County,Iowa,25.61,-8.4,10,34.01
IA-159,Ringgold County,Iowa,29,-5.58,20,34.58
IA-161,Sac County,Iowa,25.79,-3.77,36,29.56
IA-163,Scott County,Iowa,30.06,-4.84,29,34.9
IA-165,Shelby County,Iowa,25.7,-5.18,25,30.88
IA-167,Sioux County,Iowa,29.42,2.68,88,26.74
IA-169,Story County,Iowa,30.51,-1.22,52,31.73
IA-171,Tama County,Iowa,22.92,-11.12,4,34.04
IA-173,Taylor County,Iowa,29.09,-5.28,25,34.37
IA-175,Union County,Iowa,27.98,-5.9,21,33.88
IA-177,Van Buren County,Iowa,28.56,-6.52,19,35.08
IA-179,Wapello County,Iowa,23.68,-10.81,6,34.49
IA-181,Warren County,Iowa,24.24,-8.6,9,32.84
IA-183,Washington County,Iowa,25.08,-9.21,8,34.29
IA-185,Wayne County,Iowa,26.86,-8.16,15,35.02
IA-187,Webster County,Iowa,27.79,-3.31,41,31.1
IA-189,Winnebago County,Iowa,27.46,-3.86,30,31.32
IA-191,Winneshiek County,Iowa,28.13,-5.03,25,33.16
IA-193,Woodbury County,Iowa,28.83,1.16,77,27.67
IA-195,Worth County,Iowa,27.15,-4.75,23,31.9
IA-197,Wright County,Iowa,25.96,-5.03,22,30.99
KS-001,Allen County,Kansas,29.39,-9.79,13,39.18
KS-003,Anderson County,Kansas,31.59,-7.5,26,39.09
KS-005,Atchison County,Kansas,30.49,-4.63,34,35.12
KS-007,Barber County,Kansas,31.82,5.8,110,26.02
KS-009,Barton County,Kansas,25.95,1.15,73,24.8
KS-011,Bourbon County,Kansas,29.48,-10.82,12,40.3
KS-013,Brown County,Kansas,29.11,-5.26,36,34.37
KS-015,Butler County,Kansas,27.83,-5.44,30,33.27
KS-017,Chase County,Kansas,28.25,-4.45,35,32.7
KS-019,Chautauqua County,Kansas,27,-9.84,12,36.84
KS-021,Cherokee County,Kansas,37.4,-4.24,38,41.64
KS-023,Cheyenne County,Kansas,20.26,1.44,87,18.82
KS-025,Clark County,Kansas,29.53,7.2,118,22.33
KS-027,Clay County,Kansas,23.9,-6.29,21,30.19
KS-029,Cloud County,Kansas,23.32,-4.74,32,28.06
KS-031,Coffey County,Kansas,29.07,-7.87,23,36.94
KS-033,Comanche County,Kansas,32.56,8.45,123,24.11
KS-035,Cowley County,Kansas,29.83,-3.91,40,33.74
KS-037,Crawford County,Kansas,35.52,-5.48,34,41
KS-039,Decatur County,Kansas,21.28,0.42,71,20.86
KS-041,Dickinson County,Kansas,26.65,-4.04,37,30.69
KS-043,Doniphan County,Kansas,31.79,-3.59,46,35.38
KS-045,Douglas County,Kansas,33.63,-2.59,49,36.22
KS-047,Edwards County,Kansas,23.21,0.46,67,22.75
KS-049,Elk County,Kansas,25.77,-10.68,12,36.45
KS-051,Ellis County,Kansas,20,-3.1,36,23.1
KS-053,Ellsworth County,Kansas,25.68,-1,59,26.68
KS-055,Finney County,Kansas,23.07,4.31,107,18.76
KS-057,Ford County,Kansas,24.54,2.89,92,21.65
KS-059,Franklin County,Kansas,35.86,-1.52,55,37.38
KS-061,Geary County,Kansas,26.54,-6.05,25,32.59
KS-063,Gove County,Kansas,19.36,-0.4,60,19.76
KS-065,Graham County,Kansas,18.49,-3.37,35,21.86
KS-067,Grant County,Kansas,22.45,4.78,110,17.67
KS-069,Gray County,Kansas,25.15,5.1,110,20.05
KS-071,Greeley County,Kansas,20.67,3.76,111,16.91
KS-073,Greenwood County,Kansas,26.96,-8.34,21,35.3
KS-075,Hamilton County,Kansas,22.12,5.64,114,16.48
KS-077,Harper County,Kansas,34.66,6.24,108,28.42
KS-079,Harvey County,Kansas,24.15,-6.9,22,31.05
KS-081,Haskell County,Kansas,24.98,5.75,114,19.23
KS-083,Hodgeman County,Kansas,21.36,0.74,69,20.62
KS-085,Jackson County,Kansas,28.02,-6.15,26,34.17
KS-087,Jefferson County,Kansas,29.42,-5.99,27,35.41
KS-089,Jewell County,Kansas,22.51,-3.56,40,26.07
KS-091,Johnson County,Kansas,33.85,-3.25,47,37.1
KS-093,Kearny County,Kansas,23.54,6.13,115,17.41
KS-095,Kingman County,Kansas,30.14,2.13,75,28.01
KS-097,Kiowa County,Kansas,28.39,4.72,103,23.67
KS-099,Labette County,Kansas,33.07,-7.11,19,40.18
KS-101,Lane County,Kansas,19.91,0.22,66,19.69
KS-103,Leavenworth County,Kansas,32.26,-3.48,43,35.74
KS-105,Lincoln County,Kansas,22.92,-2.86,49,25.78
KS-107,Linn County,Kansas,32.54,-7.49,26,40.03
KS-109,Logan County,Kansas,21.74,3.37,97,18.38
KS-111,Lyon County,Kansas,30.94,-3.84,41,34.78
KS-113,McPherson County,Kansas,23.72,-5.7,25,29.42
KS-115,Marion County,Kansas,24.2,-7.55,16,31.75
KS-117,Marshall County,Kansas,28.39,-2.98,46,31.37
KS-119,Meade County,Kansas,28.2,7.77,121,20.43
KS-121,Miami County,Kansas,34.33,-4.44,39,38.77
KS-123,Mitchell County,Kansas,20.46,-5.07,28,25.53
KS-125,Montgomery County,Kansas,28.87,-8.97,14,37.84
KS-127,Morris County,Kansas,25.95,-7.14,21,33.09
KS-129,Morton County,Kansas,22.68,5.74,118,16.94
KS-131,Nemaha County,Kansas,29.17,-3.91,40,33.08
KS-133,Neosho County,Kansas,32.5,-7.27,22,39.77
KS-135,Ness County,Kansas,18.62,-2.38,44,21
KS-137,Norton County,Kansas,21.93,-0.07,62,22
KS-139,Osage County,Kansas,32.6,-3.06,45,35.66
KS-141,Osborne County,Kansas,22.18,-1.68,49,23.86
KS-143,Ottawa County,Kansas,22.94,-4.88,31,27.82
KS-145,Pawnee County,Kansas,22.65,-0.28,55,22.93
KS-147,Phillips County,Kansas,22.46,-0.69,57,23.15
KS-149,Pottawatomie County,Kansas,26.59,-6.39,22,32.98
KS-151,Pratt County,Kansas,26,0.69,71,25.31
KS-153,Rawlins County,Kansas,21.46,1.63,81,19.83
KS-155,Reno County,Kansas,24.9,-2.68,40,27.58
KS-157,Republic County,Kansas,22.27,-5.63,21,27.9
KS-159,Rice County,Kansas,26.44,-0.32,56,26.76
KS-161,Riley County,Kansas,25.83,-5.91,23,31.74
KS-163,Rooks County,Kansas,20.5,-2.49,42,22.99
KS-165,Rush County,Kansas,21.18,-1.62,51,22.8
KS-167,Russell County,Kansas,23.61,-0.88,58,24.49
KS-169,Saline County,Kansas,25.63,-3.17,43,28.8
KS-171,Scott County,Kansas,21.62,2.88,98,18.74
KS-173,Sedgwick County,Kansas,28.7,-1.95,45,30.65
KS-175,Seward County,Kansas,27,7.79,120,19.21
KS-177,Shawnee County,Kansas,28.39,-6.36,22,34.75
KS-179,Sheridan County,Kansas,19.9,-0.91,57,20.81
KS-181,Sherman County,Kansas,20.54,2.32,91,18.22
KS-183,Smith County,Kansas,24.88,0.96,70,23.92
KS-185,Stafford County,Kansas,23.61,-1.22,52,24.83
KS-187,Stanton County,Kansas,22.07,5.5,119,16.57
KS-189,Stevens County,Kansas,24.96,6.81,117,18.15
KS-191,Sumner County,Kansas,31.08,-0.05,62,31.13
KS-193,Thomas County,Kansas,21.38,1.85,87,19.53
KS-195,Trego County,Kansas,16.97,-4.54,24,21.51
KS-197,Wabaunsee County,Kansas,27.98,-6.24,24,34.22
KS-199,Wallace County,Kansas,19.99,2.38,90,17.61
KS-201,Washington County,Kansas,24.39,-5.24,23,29.63
KS-203,Wichita County,Kansas,22,4.19,110,17.81
KS-205,Wilson County,Kansas,31.79,-5.92,28,37.71
KS-207,Woodson County,Kansas,27.91,-9.56,17,37.47
KS-209,Wyandotte County,Kansas,33.05,-3.14,47,36.19
KY-001,Adair County,Kentucky,40.61,-9.62,11,50.23
KY-003,Allen County,Kentucky,45.13,-5.08,32,50.21
KY-005,Anderson County,Kentucky,43.22,-2.51,45,45.73
KY-007,Ballard County,Kentucky,54.52,8.17,106,46.35
KY-009,Barren County,Kentucky,45.01,-5.45,28,50.46
KY-011,Bath County,Kentucky,40.8,-5.05,26,45.85
KY-013,Bell County,Kentucky,46.2,-5.47,28,51.67
KY-015,Boone County,Kentucky,39.73,-1.77,41,41.5
KY-017,Bourbon County,Kentucky,42.97,-1.87,45,44.84
KY-019,Boyd County,Kentucky,34.5,-7.52,8,42.02
KY-021,Boyle County,Kentucky,42.62,-5.29,31,47.91
KY-023,Bracken County,Kentucky,43.99,-0.1,57,44.09
KY-025,Breathitt County,Kentucky,43.5,-2.88,47,46.38
KY-027,Breckinridge County,Kentucky,50.49,3.74,81,46.75
KY-029,Bullitt County,Kentucky,43.08,-2.38,50,45.46
KY-031,Butler County,Kentucky,47.91,-0.09,57,48
KY-033,Caldwell County,Kentucky,44.47,-2.9,44,47.37
KY-035,Calloway County,Kentucky,51.14,2.17,74,48.97
KY-037,Campbell County,Kentucky,38.79,-3.02,33,41.81
KY-039,Carlisle County,Kentucky,55.82,8.61,106,47.21
KY-041,Carroll County,Kentucky,43.37,0.61,60,42.76
KY-043,Carter County,Kentucky,36.23,-5.99,16,42.22
KY-045,Casey County,Kentucky,42.72,-7.07,19,49.79
KY-047,Christian County,Kentucky,42.69,-5.5,26,48.19
KY-049,Clark County,Kentucky,43,-2.85,38,45.85
KY-051,Clay County,Kentucky,45.49,-3.38,38,48.87
KY-053,Clinton County,Kentucky,43.96,-8.23,17,52.19
KY-055,Crittenden County,Kentucky,42.61,-3.66,38,46.27
KY-057,Cumberland County,Kentucky,41.97,-9.2,13,51.17
KY-059,Daviess County,Kentucky,45.41,0.57,61,44.84
KY-061,Edmonson County,Kentucky,49.36,-0.47,58,49.83
KY-063,Elliott County,Kentucky,36.8,-6.49,13,43.29
KY-065,Estill County,Kentucky,43.87,-2.24,44,46.11
KY-067,Fayette County,Kentucky,43,-2.02,45,45.02
KY-069,Fleming County,Kentucky,41.67,-3.16,36,44.83
KY-071,Floyd County,Kentucky,39.34,-4.34,31,43.68
KY-073,Franklin County,Kentucky,43.35,-1.29,49,44.64
