January - December 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MS-125,Sharkey County,Mississippi,42.81,-10.03,19,52.84
MS-127,Simpson County,Mississippi,44.88,-11.29,15,56.17
MS-129,Smith County,Mississippi,47.31,-9.35,19,56.66
MS-131,Stone County,Mississippi,48.8,-13.87,14,62.67
MS-133,Sunflower County,Mississippi,46.01,-6.81,37,52.82
MS-135,Tallahatchie County,Mississippi,46.2,-6.7,37,52.9
MS-137,Tate County,Mississippi,51.38,-0.98,59,52.36
MS-139,Tippah County,Mississippi,54.05,-0.02,70,54.07
MS-141,Tishomingo County,Mississippi,52.36,-1.65,67,54.01
MS-143,Tunica County,Mississippi,49.27,-2.46,50,51.73
MS-145,Union County,Mississippi,51.82,-1.91,62,53.73
MS-147,Walthall County,Mississippi,46.27,-14.89,8,61.16
MS-149,Warren County,Mississippi,45.04,-8.08,25,53.12
MS-151,Washington County,Mississippi,42.72,-10.49,18,53.21
MS-153,Wayne County,Mississippi,54.33,-4.61,42,58.94
MS-155,Webster County,Mississippi,43.11,-10.1,15,53.21
MS-157,Wilkinson County,Mississippi,43.66,-15.54,7,59.2
MS-159,Winston County,Mississippi,45.16,-8.51,22,53.67
MS-161,Yalobusha County,Mississippi,45.63,-8.63,20,54.26
MS-163,Yazoo County,Mississippi,46.68,-5.74,39,52.42
MO-001,Adair County,Missouri,36.16,-0.9,59,37.06
MO-003,Andrew County,Missouri,32.82,-2.76,52,35.58
MO-005,Atchison County,Missouri,27.18,-7.26,18,34.44
MO-007,Audrain County,Missouri,27.48,-10.64,9,38.12
MO-009,Barry County,Missouri,44.75,0.33,74,44.42
MO-011,Barton County,Missouri,31.3,-9.43,11,40.73
MO-013,Bates County,Missouri,33.74,-6.45,28,40.19
MO-015,Benton County,Missouri,30.8,-10.49,10,41.29
MO-017,Bollinger County,Missouri,45.39,0.3,68,45.09
MO-019,Boone County,Missouri,29.51,-8.96,13,38.47
MO-021,Buchanan County,Missouri,33.95,-1.91,56,35.86
MO-023,Butler County,Missouri,42.17,-4.99,38,47.16
MO-025,Caldwell County,Missouri,30.65,-6.15,21,36.8
MO-027,Callaway County,Missouri,31.09,-7.24,22,38.33
MO-029,Camden County,Missouri,31.88,-9.37,15,41.25
MO-031,Cape Girardeau County,Missouri,44.52,-0.07,65,44.59
MO-033,Carroll County,Missouri,32.73,-5.35,32,38.08
MO-035,Carter County,Missouri,41.34,-3.75,38,45.09
MO-037,Cass County,Missouri,37.3,-2.3,51,39.6
MO-039,Cedar County,Missouri,30.2,-10.74,11,40.94
MO-041,Chariton County,Missouri,31.58,-6.96,18,38.54
MO-043,Christian County,Missouri,44.86,1.68,74,43.18
MO-045,Clark County,Missouri,31.85,-3.75,39,35.6
MO-047,Clay County,Missouri,34.01,-2.99,47,37
MO-049,Clinton County,Missouri,31.8,-4.91,34,36.71
MO-051,Cole County,Missouri,29.24,-9.61,10,38.85
MO-053,Cooper County,Missouri,30.66,-8.14,17,38.8
MO-055,Crawford County,Missouri,39.91,-0.63,58,40.54
MO-057,Dade County,Missouri,37.87,-3.43,42,41.3
MO-059,Dallas County,Missouri,34.89,-6.82,19,41.71
MO-061,Daviess County,Missouri,32.23,-3.93,35,36.16
MO-063,DeKalb County,Missouri,32.97,-2.97,50,35.94
MO-065,Dent County,Missouri,37.45,-4.81,33,42.26
MO-067,Douglas County,Missouri,42.15,-1.25,55,43.4
MO-069,Dunklin County,Missouri,46.18,-1.75,49,47.93
MO-071,Franklin County,Missouri,36.41,-2.96,35,39.37
MO-073,Gasconade County,Missouri,38.56,-0.53,58,39.09
MO-075,Gentry County,Missouri,32.83,-2.66,49,35.49
MO-077,Greene County,Missouri,43.45,1.52,72,41.93
MO-079,Grundy County,Missouri,32.06,-4.16,37,36.22
MO-081,Harrison County,Missouri,32.03,-3.43,42,35.46
MO-083,Henry County,Missouri,30.97,-9.62,14,40.59
MO-085,Hickory County,Missouri,30.06,-11.19,7,41.25
MO-087,Holt County,Missouri,29.81,-5.26,34,35.07
MO-089,Howard County,Missouri,29.54,-8.96,15,38.5
MO-091,Howell County,Missouri,41.86,-2.96,43,44.82
MO-093,Iron County,Missouri,42.34,-1.77,52,44.11
MO-095,Jackson County,Missouri,35.5,-2.76,48,38.26
MO-097,Jasper County,Missouri,33.55,-8.75,13,42.3
MO-099,Jefferson County,Missouri,33.24,-6.5,20,39.74
MO-101,Johnson County,Missouri,32.53,-7.57,24,40.1
MO-103,Knox County,Missouri,30.67,-6.44,21,37.11
MO-105,Laclede County,Missouri,36.17,-5.91,23,42.08
MO-107,Lafayette County,Missouri,32.51,-6.35,29,38.86
MO-109,Lawrence County,Missouri,42.42,-0.53,59,42.95
MO-111,Lewis County,Missouri,26.18,-10.62,6,36.8
MO-113,Lincoln County,Missouri,32.9,-5.41,30,38.31
MO-115,Linn County,Missouri,34.92,-2.6,46,37.52
MO-117,Livingston County,Missouri,34.25,-2.31,45,36.56
MO-119,McDonald County,Missouri,46.73,2.91,82,43.82
MO-121,Macon County,Missouri,33.89,-4.09,33,37.98
MO-123,Madison County,Missouri,38.69,-6.14,26,44.83
MO-125,Maries County,Missouri,32.57,-7.6,18,40.17
MO-127,Marion County,Missouri,25.73,-11.44,6,37.17
MO-129,Mercer County,Missouri,31.48,-4.46,35,35.94
MO-131,Miller County,Missouri,31,-9.39,15,40.39
MO-133,Mississippi County,Missouri,54.55,7.98,104,46.57
MO-135,Moniteau County,Missouri,28.26,-10.88,8,39.14
MO-137,Monroe County,Missouri,26.29,-11.4,8,37.69
MO-139,Montgomery County,Missouri,31.34,-7.1,21,38.44
MO-141,Morgan County,Missouri,30.78,-9.8,13,40.58
MO-143,New Madrid County,Missouri,48.14,0.67,67,47.47
MO-145,Newton County,Missouri,38.56,-4.7,31,43.26
MO-147,Nodaway County,Missouri,30.15,-4.85,39,35
MO-149,Oregon County,Missouri,47.11,1.46,72,45.65
MO-151,Osage County,Missouri,33.57,-5.19,28,38.76
MO-153,Ozark County,Missouri,47.97,4.98,88,42.99
MO-155,Pemiscot County,Missouri,43.64,-3.91,37,47.55
MO-157,Perry County,Missouri,43,-0.09,67,43.09
MO-159,Pettis County,Missouri,33.52,-5.82,29,39.34
MO-161,Phelps County,Missouri,35.2,-5.43,28,40.63
MO-163,Pike County,Missouri,31.55,-6.63,26,38.18
MO-165,Platte County,Missouri,34.46,-1.31,57,35.77
MO-167,Polk County,Missouri,35.36,-5.66,25,41.02
MO-169,Pulaski County,Missouri,34.1,-7.25,21,41.35
MO-171,Putnam County,Missouri,31.76,-4.51,36,36.27
MO-173,Ralls County,Missouri,26.41,-11.04,11,37.45
MO-175,Randolph County,Missouri,32.66,-5.6,25,38.26
MO-177,Ray County,Missouri,31.74,-6.01,28,37.75
MO-179,Reynolds County,Missouri,41.45,-3.13,44,44.58
MO-181,Ripley County,Missouri,44.78,-2.08,50,46.86
MO-183,St. Charles County,Missouri,32.32,-5.63,24,37.95
MO-185,St. Clair County,Missouri,29.29,-11.61,11,40.9
MO-186,Ste. Genevieve County,Missouri,37.35,-3.94,36,41.29
MO-187,St. Francois County,Missouri,38.61,-3.86,37,42.47
MO-189,St. Louis County,Missouri,32.79,-5.37,25,38.16
MO-195,Saline County,Missouri,31.02,-7.63,19,38.65
MO-197,Schuyler County,Missouri,32.96,-3.46,43,36.42
MO-199,Scotland County,Missouri,32.14,-4.13,37,36.27
MO-201,Scott County,Missouri,50.47,4.86,94,45.61
MO-203,Shannon County,Missouri,36.59,-7.54,17,44.13
MO-205,Shelby County,Missouri,26.24,-11.52,6,37.76
MO-207,Stoddard County,Missouri,45.35,-1.23,54,46.58
MO-209,Stone County,Missouri,42.11,-0.97,60,43.08
MO-211,Sullivan County,Missouri,33.67,-3.38,46,37.05
MO-213,Taney County,Missouri,45.36,2.77,80,42.59
MO-215,Texas County,Missouri,37.17,-5.97,27,43.14
MO-217,Vernon County,Missouri,28.63,-11.69,11,40.32
MO-219,Warren County,Missouri,33.51,-5.99,27,39.5
MO-221,Washington County,Missouri,43.25,2.25,79,41
MO-223,Wayne County,Missouri,40.83,-4.99,31,45.82
MO-225,Webster County,Missouri,42.41,-0.55,58,42.96
MO-227,Worth County,Missouri,31.17,-4.14,36,35.31
MO-229,Wright County,Missouri,38.21,-4.66,33,42.87
MO-510,St. Louis City,Missouri,32.53,-5.46,27,37.99
MT-001,Beaverhead County,Montana,20.44,-0.87,67,21.31
MT-003,Big Horn County,Montana,19.98,4.43,118,15.55
MT-005,Blaine County,Montana,13.8,0.18,71,13.62
MT-007,Broadwater County,Montana,17.42,1.35,92,16.07
MT-009,Carbon County,Montana,20.42,2.84,109,17.58
MT-011,Carter County,Montana,15.86,1.54,86,14.32
MT-013,Cascade County,Montana,17.36,0.14,70,17.22
MT-015,Chouteau County,Montana,12.32,-1.48,39,13.8
MT-017,Custer County,Montana,15.53,1.93,92,13.6
MT-019,Daniels County,Montana,10.99,-2.29,27,13.28
MT-021,Dawson County,Montana,16.45,3.21,108,13.24
MT-023,Deer Lodge County,Montana,23.31,0.55,73,22.76
MT-025,Fallon County,Montana,17.93,3.82,112,14.11
MT-027,Fergus County,Montana,19.34,3.02,104,16.32
MT-029,Flathead County,Montana,26.74,-10.36,4,37.1
MT-031,Gallatin County,Montana,25.08,0.79,83,24.29
MT-033,Garfield County,Montana,15.25,2.55,103,12.7
MT-035,Glacier County,Montana,18.58,-6.81,13,25.39
MT-037,Golden Valley County,Montana,18.85,4.79,126,14.06
MT-039,Granite County,Montana,21.31,-3.2,34,24.51
MT-041,Hill County,Montana,11.64,-0.29,63,11.93
MT-043,Jefferson County,Montana,20.69,2.23,101,18.46
MT-045,Judith Basin County,Montana,21.21,1.43,87,19.78
MT-047,Lake County,Montana,20.87,-4.07,20,24.94
MT-049,Lewis and Clark County,Montana,20.28,-2.65,39,22.93
MT-051,Liberty County,Montana,11.38,-0.3,63,11.68
MT-053,Lincoln County,Montana,24.54,-8.8,5,33.34
MT-055,McCone County,Montana,13.7,0.91,84,12.79
MT-057,Madison County,Montana,24.93,1.84,95,23.09
MT-059,Meagher County,Montana,22.86,0.89,79,21.97
MT-061,Mineral County,Montana,27.77,-10.48,7,38.25
MT-063,Missoula County,Montana,25.14,-4.66,20,29.8
MT-065,Musselshell County,Montana,17.38,3.8,111,13.58
MT-067,Park County,Montana,27.88,1.67,88,26.21
MT-069,Petroleum County,Montana,15.45,2.41,100,13.04
MT-071,Phillips County,Montana,12.76,0.15,71,12.61
MT-073,Pondera County,Montana,13.39,-3.22,26,16.61
MT-075,Powder River County,Montana,16.57,1.97,95,14.6
MT-077,Powell County,Montana,23.01,-3.67,30,26.68
MT-079,Prairie County,Montana,16.24,3.48,110,12.76
MT-081,Ravalli County,Montana,23.53,-6.01,20,29.54
MT-083,Richland County,Montana,14.56,0.9,76,13.66
MT-085,Roosevelt County,Montana,12.02,-0.96,39,12.98
MT-087,Rosebud County,Montana,17.92,4.28,116,13.64
MT-089,Sanders County,Montana,22.66,-9.16,4,31.82
MT-091,Sheridan County,Montana,11.03,-2.78,23,13.81
MT-093,Silver Bow County,Montana,21.02,2.36,100,18.66
MT-095,Stillwater County,Montana,21.36,3.47,113,17.89
MT-097,Sweet Grass County,Montana,23.98,5.25,124,18.73
MT-099,Teton County,Montana,15.93,-1.93,45,17.86
MT-101,Toole County,Montana,10.39,-2.04,32,12.43
MT-103,Treasure County,Montana,17.62,4.09,116,13.53
MT-105,Valley County,Montana,11.99,-0.55,56,12.54
MT-107,Wheatland County,Montana,18.94,2.98,107,15.96
MT-109,Wibaux County,Montana,18.98,4.68,115,14.3
MT-111,Yellowstone County,Montana,17.46,3.94,114,13.52
NE-001,Adams County,Nebraska,22.3,-2.83,42,25.13
NE-003,Antelope County,Nebraska,28.64,3.94,98,24.7
NE-005,Arthur County,Nebraska,23.7,5.07,117,18.63
NE-007,Banner County,Nebraska,23.22,6.03,124,17.19
NE-009,Blaine County,Nebraska,28.1,5.64,111,22.46
NE-011,Boone County,Nebraska,28.77,3.35,98,25.42
NE-013,Box Butte County,Nebraska,22.65,5.78,123,16.87
NE-015,Boyd County,Nebraska,28.12,5.35,109,22.77
NE-017,Brown County,Nebraska,28.66,5.99,117,22.67
NE-019,Buffalo County,Nebraska,25.01,0.82,75,24.19
NE-021,Burt County,Nebraska,24.12,-4.44,28,28.56
NE-023,Butler County,Nebraska,21.26,-6.76,16,28.02
NE-025,Cass County,Nebraska,27.08,-3.2,43,30.28
NE-027,Cedar County,Nebraska,28.02,1.96,80,26.06
NE-029,Chase County,Nebraska,19.11,0.2,77,18.91
NE-031,Cherry County,Nebraska,29.3,9.19,126,20.11
NE-033,Cheyenne County,Nebraska,21.36,3.69,112,17.67
NE-035,Clay County,Nebraska,22.95,-3.35,38,26.3
NE-037,Colfax County,Nebraska,23.1,-4.48,22,27.58
NE-039,Cuming County,Nebraska,23.66,-4.12,26,27.78
NE-041,Custer County,Nebraska,26.83,3.99,106,22.84
NE-043,Dakota County,Nebraska,27.53,1.11,78,26.42
NE-045,Dawes County,Nebraska,24.6,6.59,125,18.01
NE-047,Dawson County,Nebraska,21.43,-0.93,60,22.36
NE-049,Deuel County,Nebraska,19.03,0.75,76,18.28
NE-051,Dixon County,Nebraska,27.61,1.17,77,26.44
NE-053,Dodge County,Nebraska,23.5,-5.27,23,28.77
NE-055,Douglas County,Nebraska,25.43,-4.15,29,29.58
NE-057,Dundy County,Nebraska,20.32,1.63,94,18.69
NE-059,Fillmore County,Nebraska,22.68,-5.02,24,27.7
NE-061,Franklin County,Nebraska,25.78,1.73,83,24.05
NE-063,Frontier County,Nebraska,23.79,2.55,95,21.24
NE-065,Furnas County,Nebraska,23.39,1.53,78,21.86
NE-067,Gage County,Nebraska,25.26,-4.75,27,30.01
NE-069,Garden County,Nebraska,20.14,2.47,99,17.67
NE-071,Garfield County,Nebraska,28.4,5.84,106,22.56
NE-073,Gosper County,Nebraska,21.61,-0.52,61,22.13
NE-075,Grant County,Nebraska,25.49,6.31,121,19.18
NE-077,Greeley County,Nebraska,27.53,3.39,96,24.14
NE-079,Hall County,Nebraska,20.68,-4.12,24,24.8
NE-081,Hamilton County,Nebraska,20.16,-5.75,17,25.91
NE-083,Harlan County,Nebraska,25.32,2.45,91,22.87
NE-085,Hayes County,Nebraska,22.12,1.63,85,20.49
NE-087,Hitchcock County,Nebraska,24.12,3.95,109,20.17
NE-089,Holt County,Nebraska,28.58,5.63,107,22.95
NE-091,Hooker County,Nebraska,26.4,6.05,117,20.35
NE-093,Howard County,Nebraska,22.7,-1.8,45,24.5
NE-095,Jefferson County,Nebraska,22.46,-6.27,19,28.73
NE-097,Johnson County,Nebraska,27.76,-3.8,39,31.56
NE-099,Kearney County,Nebraska,24.23,-0.13,64,24.36
NE-101,Keith County,Nebraska,19.04,0.56,76,18.48
NE-103,Keya Paha County,Nebraska,30.29,8.61,123,21.68
NE-105,Kimball County,Nebraska,21.34,4.71,119,16.63
NE-107,Knox County,Nebraska,28.29,3.68,93,24.61
NE-109,Lancaster County,Nebraska,24.66,-4.42,26,29.08
NE-111,Lincoln County,Nebraska,22.34,1.72,86,20.62
NE-113,Logan County,Nebraska,25.41,4.11,104,21.3
NE-115,Loup County,Nebraska,26.89,4.35,103,22.54
NE-117,McPherson County,Nebraska,23.85,3.93,105,19.92
NE-119,Madison County,Nebraska,27.41,1.11,80,26.3
NE-121,Merrick County,Nebraska,20.28,-5.42,20,25.7
NE-123,Morrill County,Nebraska,21.04,4.74,115,16.3
NE-125,Nance County,Nebraska,23.6,-2.12,45,25.72
NE-127,Nemaha County,Nebraska,28.32,-4.85,30,33.17
NE-129,Nuckolls County,Nebraska,21.87,-4.66,32,26.53
NE-131,Otoe County,Nebraska,28.71,-2.39,45,31.1
NE-133,Pawnee County,Nebraska,28.78,-3.34,48,32.12
NE-135,Perkins County,Nebraska,18.07,-0.75,62,18.82
NE-137,Phelps County,Nebraska,23.2,0.1,72,23.1
NE-139,Pierce County,Nebraska,26.72,0.72,73,26
NE-141,Platte County,Nebraska,23.82,-2.63,38,26.45
NE-143,Polk County,Nebraska,21.01,-5.88,21,26.89
NE-145,Red Willow County,Nebraska,23.52,2.96,94,20.56
NE-147,Richardson County,Nebraska,28.44,-5.25,31,33.69
NE-149,Rock County,Nebraska,29.51,6.78,118,22.73
NE-151,Saline County,Nebraska,22.62,-5.89,17,28.51
NE-153,Sarpy County,Nebraska,25.21,-4.57,30,29.78
NE-155,Saunders County,Nebraska,23.76,-5.4,26,29.16
NE-157,Scotts Bluff County,Nebraska,20.88,5.46,120,15.42
NE-159,Seward County,Nebraska,21.23,-7.21,16,28.44
NE-161,Sheridan County,Nebraska,25.43,7.36,128,18.07
NE-163,Sherman County,Nebraska,25.78,2.07,88,23.71
NE-165,Sioux County,Nebraska,21.44,5.02,122,16.42
NE-167,Stanton County,Nebraska,25.27,-1.65,48,26.92
NE-169,Thayer County,Nebraska,22.64,-4.85,29,27.49
NE-171,Thomas County,Nebraska,28.09,6.87,115,21.22
NE-173,Thurston County,Nebraska,25.86,-1.51,52,27.37
NE-175,Valley County,Nebraska,26.96,3.53,98,23.43
NE-177,Washington County,Nebraska,24.94,-4.22,25,29.16
NE-179,Wayne County,Nebraska,25.97,-0.54,63,26.51
NE-181,Webster County,Nebraska,24.33,-1.12,58,25.45
NE-183,Wheeler County,Nebraska,29.79,6.16,113,23.63
NE-185,York County,Nebraska,20.37,-7.1,14,27.47
NV-001,Churchill County,Nevada,8.98,2.31,116,6.67
NV-003,Clark County,Nevada,8.56,1.05,86,7.51
NV-005,Douglas County,Nevada,22.85,6.87,116,15.98
NV-007,Elko County,Nevada,15.92,1.88,95,14.04
NV-009,Esmeralda County,Nevada,8.78,3.41,124,5.37
NV-011,Eureka County,Nevada,12.74,1.42,94,11.32
NV-013,Humboldt County,Nevada,13.5,2.05,105,11.45
NV-015,Lander County,Nevada,12.69,2.36,110,10.33
NV-017,Lincoln County,Nevada,14.98,4.48,119,10.5
NV-019,Lyon County,Nevada,12.53,4.29,121,8.24
NV-021,Mineral County,Nevada,10.98,4.41,127,6.57
NV-023,Nye County,Nevada,10.92,2.64,116,8.28
NV-027,Pershing County,Nevada,9.25,0.62,82,8.63
NV-029,Storey County,Nevada,15.21,2.77,105,12.44
NV-031,Washoe County,Nevada,14.82,2.38,104,12.44
NV-033,White Pine County,Nevada,16.26,3.45,113,12.81
NV-510,Carson City,Nevada,18.67,3.54,107,15.13
NH-001,Belknap County,New Hampshire,55.73,13.48,123,42.25
NH-003,Carroll County,New Hampshire,62.64,15.9,125,46.74
NH-005,Cheshire County,New Hampshire,52.94,10.51,120,42.43
NH-007,Coos County,New Hampshire,55.29,11.43,125,43.86
NH-009,Grafton County,New Hampshire,54.43,10.73,120,43.7
NH-011,Hillsborough County,New Hampshire,57.32,13.97,124,43.35
NH-013,Merrimack County,New Hampshire,53.34,11.25,123,42.09
NH-015,Rockingham County,New Hampshire,59.89,17.61,127,42.28
NH-017,Strafford County,New Hampshire,60.95,16.92,125,44.03
NH-019,Sullivan County,New Hampshire,53.26,11.93,124,41.33
NJ-001,Atlantic County,New Jersey,44.76,0.93,75,43.83
NJ-003,Bergen County,New Jersey,56.1,9.57,117,46.53
NJ-005,Burlington County,New Jersey,46.52,2.37,82,44.15
NJ-007,Camden County,New Jersey,46.06,2.26,80,43.8
NJ-009,Cape May County,New Jersey,45.22,2.33,87,42.89
NJ-011,Cumberland County,New Jersey,43.96,1.07,73,42.89
NJ-013,Essex County,New Jersey,57.46,10.02,114,47.44
NJ-015,Gloucester County,New Jersey,44.43,0.85,70,43.58
NJ-017,Hudson County,New Jersey,55.7,10.41,120,45.29
NJ-019,Hunterdon County,New Jersey,55.15,9.13,116,46.02
NJ-021,Mercer County,New Jersey,50.41,5.76,104,44.65
NJ-023,Middlesex County,New Jersey,54.57,9.26,115,45.31
NJ-025,Monmouth County,New Jersey,55.01,10.05,120,44.96
NJ-027,Morris County,New Jersey,57.21,8.61,110,48.6
NJ-029,Ocean County,New Jersey,49.73,5.28,100,44.45
NJ-031,Passaic County,New Jersey,54.31,6.73,106,47.58
NJ-033,Salem County,New Jersey,42.76,0.09,63,42.67
NJ-035,Somerset County,New Jersey,54.22,7.71,111,46.51
NJ-037,Sussex County,New Jersey,52.14,6.91,106,45.23
NJ-039,Union County,New Jersey,56.46,9.92,117,46.54
NJ-041,Warren County,New Jersey,56.43,10.28,117,46.15
NM-001,Bernalillo County,New Mexico,8.29,-3.72,18,12.01
NM-003,Catron County,New Mexico,11.63,-4.23,17,15.86
NM-005,Chaves County,New Mexico,9.54,-4.34,21,13.88
NM-006,Cibola County,New Mexico,10.12,-2.97,23,13.09
NM-007,Colfax County,New Mexico,16.24,-0.7,53,16.94
NM-009,Curry County,New Mexico,17.04,0.12,75,16.92
NM-011,De Baca County,New Mexico,12.63,-1.51,54,14.14
NM-013,Dona Ana County,New Mexico,5.79,-3.87,10,9.66
NM-015,Eddy County,New Mexico,9.01,-4.2,22,13.21
NM-017,Grant County,New Mexico,10.88,-4.6,13,15.48
NM-019,Guadalupe County,New Mexico,11.95,-2.33,36,14.28
NM-021,Harding County,New Mexico,14.45,-1.34,52,15.79
NM-023,Hidalgo County,New Mexico,6.72,-5.87,4,12.59
NM-025,Lea County,New Mexico,11.66,-3.33,29,14.99
NM-027,Lincoln County,New Mexico,9.13,-5.47,13,14.6
NM-028,Los Alamos County,New Mexico,14.16,-4.41,22,18.57
NM-029,Luna County,New Mexico,5.96,-4.43,7,10.39
NM-031,McKinley County,New Mexico,9.6,-2.41,27,12.01
NM-033,Mora County,New Mexico,16.28,-2.01,39,18.29
NM-035,Otero County,New Mexico,9.01,-4.02,17,13.03
NM-037,Quay County,New Mexico,14.73,-1.6,57,16.33
NM-039,Rio Arriba County,New Mexico,14.27,-2.34,37,16.61
NM-041,Roosevelt County,New Mexico,13.54,-2.7,37,16.24
NM-043,Sandoval County,New Mexico,9.58,-3.81,11,13.39
NM-045,San Juan County,New Mexico,7.53,-1.98,29,9.51
NM-047,San Miguel County,New Mexico,12.72,-3.75,23,16.47
NM-049,Santa Fe County,New Mexico,12.14,-2.59,32,14.73
NM-051,Sierra County,New Mexico,8.5,-3.26,19,11.76
NM-053,Socorro County,New Mexico,8.92,-2.7,23,11.62
NM-055,Taos County,New Mexico,15.58,-2.22,35,17.8
NM-057,Torrance County,New Mexico,10.54,-3.91,20,14.45
NM-059,Union County,New Mexico,17.53,1.19,90,16.34
NM-061,Valencia County,New Mexico,6.84,-3.48,12,10.32
NY-001,Albany County,New York,46.1,8.8,115,37.3
NY-003,Allegany County,New York,34.65,-2.32,32,36.97
NY-005,Bronx County,New York,56.78,11.72,124,45.06
NY-007,Broome County,New York,47.45,8.59,117,38.86
NY-009,Cattaraugus County,New York,37.66,-4.91,20,42.57
NY-011,Cayuga County,New York,43.24,6.29,111,36.95
NY-013,Chautauqua County,New York,42.17,-0.43,59,42.6
NY-015,Chemung County,New York,40.09,5.44,110,34.65
NY-017,Chenango County,New York,49.08,8.1,111,40.98
NY-019,Clinton County,New York,46.84,12.39,126,34.45
NY-021,Columbia County,New York,51.97,11.46,123,40.51
NY-023,Cortland County,New York,45.41,4.37,99,41.04
NY-025,Delaware County,New York,47.45,4.85,102,42.6
NY-027,Dutchess County,New York,54.56,10.98,118,43.58
NY-029,Erie County,New York,40.48,2.23,86,38.25
NY-031,Essex County,New York,57.26,16.32,128,40.94
NY-033,Franklin County,New York,51.49,12.5,128,38.99
NY-035,Fulton County,New York,53.56,7.99,110,45.57
NY-037,Genesee County,New York,34.49,0.52,61,33.97
NY-039,Greene County,New York,49.19,6.36,101,42.83
NY-041,Hamilton County,New York,57.85,11.05,124,46.8
NY-043,Herkimer County,New York,53.78,6.93,113,46.85
NY-045,Jefferson County,New York,45.44,6.67,114,38.77
NY-047,Kings County,New York,56.16,11.7,122,44.46
NY-049,Lewis County,New York,51.47,6.19,108,45.28
NY-051,Livingston County,New York,31.15,-1.22,43,32.37
NY-053,Madison County,New York,48.32,7.97,114,40.35
NY-055,Monroe County,New York,35.86,3.98,108,31.88
NY-057,Montgomery County,New York,46.54,8.01,114,38.53
NY-059,Nassau County,New York,51.18,6.62,105,44.56
NY-061,New York County,New York,56.48,11.6,121,44.88
NY-063,Niagara County,New York,34.19,1.92,89,32.27
NY-065,Oneida County,New York,51.04,5.99,107,45.05
NY-067,Onondaga County,New York,45.44,6.99,114,38.45
NY-069,Ontario County,New York,37.33,4.99,107,32.34
NY-071,Orange County,New York,57.54,13.9,125,43.64
NY-073,Orleans County,New York,35.15,2.71,95,32.44
NY-075,Oswego County,New York,46.66,4.61,102,42.05
NY-077,Otsego County,New York,50.32,8.92,119,41.4
NY-079,Putnam County,New York,57.71,10.99,118,46.72
NY-081,Queens County,New York,56.47,12.2,123,44.27
NY-083,Rensselaer County,New York,48.93,9.68,116,39.25
NY-085,Richmond County,New York,56.17,10.58,119,45.59
NY-087,Rockland County,New York,57.36,10.64,117,46.72
NY-089,St. Lawrence County,New York,43.79,5.37,109,38.42
NY-091,Saratoga County,New York,48.12,7.11,106,41.01
NY-093,Schenectady County,New York,44.96,7.85,111,37.11
NY-095,Schoharie County,New York,44.03,5.38,105,38.65
NY-097,Schuyler County,New York,38.08,4.38,104,33.7
NY-099,Seneca County,New York,39.4,6.02,115,33.38
NY-101,Steuben County,New York,34.71,0.41,66,34.3
NY-103,Suffolk County,New York,46.65,2.16,83,44.49
NY-105,Sullivan County,New York,55.62,10.02,118,45.6
NY-107,Tioga County,New York,43.82,6.91,116,36.91
NY-109,Tompkins County,New York,41.84,5.27,103,36.57
NY-111,Ulster County,New York,58.24,10.98,121,47.26
NY-113,Warren County,New York,52.69,10.74,121,41.95
NY-115,Washington County,New York,44.69,6.83,112,37.86
NY-117,Wayne County,New York,34.92,0.81,72,34.11
NY-119,Westchester County,New York,56.36,9.34,113,47.02
NY-121,Wyoming County,New York,35.35,-1.71,41,37.06
NY-123,Yates County,New York,36.73,4.66,109,32.07
NC-001,Alamance County,North Carolina,47.7,2.61,88,45.09
NC-003,Alexander County,North Carolina,45.25,-1.96,53,47.21
NC-005,Alleghany County,North Carolina,50.45,-0.42,62,50.87
NC-007,Anson County,North Carolina,47.73,2.02,87,45.71
NC-009,Ashe County,North Carolina,48.71,-2.08,53,50.79
NC-011,Avery County,North Carolina,52.66,-2.09,51,54.75
NC-013,Beaufort County,North Carolina,49.9,-1.77,52,51.67
NC-015,Bertie County,North Carolina,44.54,-4.28,35,48.82
NC-017,Bladen County,North Carolina,49.41,1.34,78,48.07
NC-019,Brunswick County,North Carolina,56.12,4.17,91,51.95
NC-021,Buncombe County,North Carolina,44.53,-3.47,39,48
NC-023,Burke County,North Carolina,49.86,-0.62,64,50.48
NC-025,Cabarrus County,North Carolina,46.87,0.77,84,46.1
NC-027,Caldwell County,North Carolina,51.79,0.33,68,51.46
NC-029,Camden County,North Carolina,44.08,-3.93,37,48.01
NC-031,Carteret County,North Carolina,61.89,6.59,96,55.3
NC-033,Caswell County,North Carolina,42.96,-0.53,55,43.49
NC-035,Catawba County,North Carolina,45.2,-2.48,53,47.68
NC-037,Chatham County,North Carolina,50.05,3.91,94,46.14
NC-039,Cherokee County,North Carolina,57.09,-2.44,50,59.53
NC-041,Chowan County,North Carolina,47.65,-1.92,47,49.57
NC-043,Clay County,North Carolina,56.61,-4.71,34,61.32
NC-045,Cleveland County,North Carolina,46.5,-2.72,52,49.22
NC-047,Columbus County,North Carolina,52.19,2.69,88,49.5
NC-049,Craven County,North Carolina,52.5,-0.58,64,53.08
NC-051,Cumberland County,North Carolina,44.73,-2.28,54,47.01
